date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:08:01	12962/12962	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202014%2006:10:42%20GMT	http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/ddd-initstart	E:/MyWork/mobile/android/DoubleDummySolver/references/DDD/sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/ddd-initstart.html	(from http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches)
09:08:01	8028/8028	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202014%2006:10:42%20GMT	http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/ddd-openmp	E:/MyWork/mobile/android/DoubleDummySolver/references/DDD/sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/ddd-openmp.html	(from http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches)
09:08:01	8190/8190	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202014%2006:10:43%20GMT	http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/dll.h-extern_c	E:/MyWork/mobile/android/DoubleDummySolver/references/DDD/sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/dll.html	(from http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches)
09:08:01	8076/8076	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202014%2006:10:43%20GMT	http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/makefile-gnu99	E:/MyWork/mobile/android/DoubleDummySolver/references/DDD/sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/makefile-gnu99.html	(from http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches)
09:08:02	8877/8877	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202014%2006:10:43%20GMT	http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/pydds-dds120	E:/MyWork/mobile/android/DoubleDummySolver/references/DDD/sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/pydds-dds120.html	(from http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches)
09:08:02	8036/8036	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202014%2006:10:43%20GMT	http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/pydds-initstart	E:/MyWork/mobile/android/DoubleDummySolver/references/DDD/sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/pydds-initstart.html	(from http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches)
09:08:02	9847/9847	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202014%2006:10:43%20GMT	http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/python-keywords	E:/MyWork/mobile/android/DoubleDummySolver/references/DDD/sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/python-keywords.html	(from http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches)
09:08:02	10914/10914	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202014%2006:10:44%20GMT	http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/sanitize-trydds.py	E:/MyWork/mobile/android/DoubleDummySolver/references/DDD/sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/sanitize-trydds.html	(from http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches)
09:08:03	8118/8118	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202014%2006:10:44%20GMT	http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/series	E:/MyWork/mobile/android/DoubleDummySolver/references/DDD/sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches/series.html	(from http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/patches)
09:08:03	7491/7491	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202014%2006:10:44%20GMT	http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/source/format	E:/MyWork/mobile/android/DoubleDummySolver/references/DDD/sources.debian.net/src/dds/2.5.2+ddd105-1/debian/source/format.html	(from http://sources.debian.net/src/dds/2.5.2+ddd105-1/debian/source)
